date,player,consensus_implied,best_price,homered,flat_bet_pl
2026-06-16,Cal Raleigh,0.3,245,False,-10.0
2026-06-16,Shohei Ohtani,0.282,260,True,26.0
2026-06-17,Juan Soto,0.276,275,False,-10.0
2026-06-17,Bobby Witt Jr.,0.268,290,False,-10.0
2026-06-17,Kyle Schwarber,0.339,200,False,-10.0
2026-06-17,Yordan Alvarez,0.284,300,False,-10.0
2026-06-17,Hunter Goodman,0.296,265,True,26.5
2026-06-17,Nick Kurtz,0.291,280,False,-10.0
2026-06-17,Cal Raleigh,0.27,290,False,-10.0
2026-06-18,Byron Buxton,0.278,285,False,-10.0
2026-06-18,Cal Raleigh,0.26,300,False,-10.0
2026-06-18,Kyle Schwarber,0.338,200,False,-10.0
2026-06-18,Ben Rice,0.32,230,False,-10.0
2026-06-18,Nick Kurtz,0.355,185,False,-10.0
2026-06-19,Ben Rice,0.303,235,True,23.5
2026-06-19,Yordan Alvarez,0.321,215,False,-10.0
2026-06-19,Hunter Goodman,0.311,225,False,-10.0
2026-06-19,Jo Adell,0.278,265,False,-10.0
2026-06-19,Byron Buxton,0.268,290,False,-10.0
2026-06-19,Max Muncy,0.258,290,True,29.0
2026-06-20,Colson Montgomery,0.257,310,False,-10.0
2026-06-20,Ben Rice,0.289,255,False,-10.0
2026-06-20,Yordan Alvarez,0.277,275,False,-10.0
2026-06-20,Kyle Schwarber,0.331,210,True,21.0
2026-06-20,Brandon Lowe,0.296,265,False,-10.0
2026-06-20,Nick Kurtz,0.286,260,False,-10.0
2026-06-20,Byron Buxton,0.297,240,True,24.0
2026-06-20,Shohei Ohtani,0.29,245,True,24.5
2026-06-20,Cal Raleigh,0.26,290,False,-10.0
2026-06-21,Ben Rice,0.267,280,True,28.0
2026-06-21,Colson Montgomery,0.254,300,False,-10.0
2026-06-21,James Wood,0.262,285,False,-10.0
2026-06-21,Yordan Alvarez,0.333,205,True,20.5
2026-06-21,Brandon Lowe,0.29,265,False,-10.0
2026-06-21,Byron Buxton,0.282,255,False,-10.0
2026-06-21,Nick Kurtz,0.266,280,True,28.0
2026-06-21,Shohei Ohtani,0.335,200,False,-10.0
2026-06-21,Kyle Schwarber,0.3,250,True,25.0
2026-06-22,Junior Caminero,0.264,290,False,-10.0
2026-06-22,Kyle Schwarber,0.305,235,False,-10.0
2026-06-22,Yordan Alvarez,0.261,290,False,-10.0
2026-06-22,JJ Bleday,0.257,310,False,-10.0
2026-06-22,Shohei Ohtani,0.354,188,True,18.8
2026-06-22,Hunter Goodman,0.297,240,False,-10.0
2026-06-22,Pete Alonso,0.281,265,False,-10.0
2026-06-23,Yordan Alvarez,0.292,260,False,-10.0
2026-06-23,Cal Raleigh,0.293,245,True,24.5
2026-06-23,Kyle Schwarber,0.374,169,False,-10.0
2026-06-23,Juan Soto,0.273,270,False,-10.0
2026-06-23,Byron Buxton,0.292,260,False,-10.0
2026-06-23,Hunter Goodman,0.285,265,False,-10.0
2026-06-23,Pete Alonso,0.257,310,False,-10.0
2026-06-23,Matt Olson,0.252,305,False,-10.0
2026-06-24,Colson Montgomery,0.274,265,False,-10.0
2026-06-24,Willson Contreras,0.289,255,False,-10.0
2026-06-24,Junior Caminero,0.25,305,False,-10.0
2026-06-24,James Wood,0.262,290,False,-10.0
2026-06-24,Yordan Alvarez,0.283,255,False,-10.0
2026-06-24,Jake Bauers,0.266,290,True,29.0
2026-06-24,Shohei Ohtani,0.323,210,False,-10.0
2026-06-25,Junior Caminero,0.267,295,True,29.5
2026-06-25,Cal Raleigh,0.281,280,False,-10.0
2026-06-25,Yordan Alvarez,0.308,235,False,-10.0
2026-06-25,Kyle Schwarber,0.318,235,False,-10.0
2026-06-25,Pete Crow-Armstrong,0.255,320,False,-10.0
2026-06-26,Yordan Alvarez,0.306,240,False,-10.0
2026-06-26,Junior Caminero,0.261,290,True,29.0
2026-06-26,Kyle Schwarber,0.312,245,False,-10.0
2026-06-26,Byron Buxton,0.296,265,False,-10.0
2026-06-26,Shohei Ohtani,0.283,270,False,-10.0
2026-06-27,Colson Montgomery,0.261,325,False,-10.0
2026-06-27,Kyle Schwarber,0.333,205,False,-10.0
2026-06-27,Junior Caminero,0.28,260,True,26.0
2026-06-27,James Wood,0.279,265,False,-10.0
2026-06-27,Byron Buxton,0.297,240,False,-10.0
2026-06-27,Shohei Ohtani,0.333,205,False,-10.0
2026-06-27,Shea Langeliers,0.272,280,False,-10.0
2026-06-28,Pete Alonso,0.278,270,True,27.0
2026-06-28,Junior Caminero,0.291,245,True,24.5
2026-06-28,Yordan Alvarez,0.278,270,False,-10.0
2026-06-28,Kyle Schwarber,0.296,245,True,24.5
2026-06-28,Byron Buxton,0.318,220,False,-10.0
2026-06-28,Pete Crow-Armstrong,0.267,295,False,-10.0
2026-06-28,Shea Langeliers,0.305,235,False,-10.0
2026-06-28,Shohei Ohtani,0.306,230,False,-10.0
2026-06-29,Colson Montgomery,0.311,225,False,-10.0
2026-06-29,Kyle Schwarber,0.346,195,False,-10.0
2026-06-29,Ben Rice,0.305,235,False,-10.0
2026-06-29,Kazuma Okamoto,0.261,290,False,-10.0
2026-06-29,Manny Machado,0.33,205,False,-10.0
2026-06-29,Yordan Alvarez,0.336,210,False,-10.0
2026-06-29,Hunter Goodman,0.285,265,True,26.5
2026-06-29,Shea Langeliers,0.332,205,False,-10.0
2026-06-29,Cal Raleigh,0.266,300,False,-10.0
2026-06-30,Colson Montgomery,0.272,325,True,32.5
2026-06-30,Kyle Schwarber,0.386,160,False,-10.0
2026-06-30,Juan Soto,0.285,265,False,-10.0
2026-06-30,Junior Caminero,0.309,270,True,27.0
2026-06-30,Manny Machado,0.336,205,True,20.5
2026-06-30,Yordan Alvarez,0.311,225,True,22.5
2026-06-30,Hunter Goodman,0.324,215,False,-10.0
2026-06-30,Shohei Ohtani,0.33,215,False,-10.0
2026-07-01,Pete Alonso,0.281,265,False,-10.0
2026-07-01,James Wood,0.274,285,True,28.5
2026-07-01,Ben Rice,0.313,240,False,-10.0
2026-07-01,Fernando Tatis Jr.,0.311,225,False,-10.0
2026-07-01,Kyle Schwarber,0.344,200,False,-10.0
2026-07-01,Matt Olson,0.254,300,False,-10.0
2026-07-01,Junior Caminero,0.338,205,True,20.5
2026-07-01,Yordan Alvarez,0.321,225,False,-10.0
2026-07-01,Hunter Goodman,0.308,235,True,23.5
2026-07-01,Shohei Ohtani,0.372,174,False,-10.0
2026-07-02,Kyle Schwarber,0.379,169,False,-10.0
2026-07-02,Jackson Chourio,0.254,320,False,-10.0
2026-07-02,Mickey Moniak,0.334,210,True,21.0
2026-07-02,Colson Montgomery,0.267,295,False,-10.0
2026-07-02,Junior Caminero,0.299,235,False,-10.0
2026-07-02,Shohei Ohtani,0.362,180,False,-10.0
2026-07-03,Pete Crow-Armstrong,0.279,265,False,-10.0
2026-07-03,James Wood,0.316,220,False,-10.0
2026-07-03,Ben Rice,0.314,220,True,22.0
2026-07-03,Pete Alonso,0.285,265,False,-10.0
2026-07-03,Matt Olson,0.262,285,True,28.5
2026-07-03,Rafael Devers,0.284,255,True,25.5
2026-07-03,Yordan Alvarez,0.328,205,True,20.5
2026-07-03,Nick Kurtz,0.338,205,True,20.5
2026-07-03,Shohei Ohtani,0.293,255,False,-10.0
2026-07-04,Brandon Lowe,0.29,255,False,-10.0
2026-07-04,Ben Rice,0.351,195,False,-10.0
2026-07-04,Cal Raleigh,0.252,310,True,31.0
2026-07-04,Elly De La Cruz,0.29,245,False,-10.0
2026-07-04,Yordan Alvarez,0.283,270,True,27.0
2026-07-04,Hunter Goodman,0.333,205,False,-10.0
2026-07-04,Kyle Schwarber,0.313,235,False,-10.0
2026-07-04,Nick Kurtz,0.354,188,False,-10.0
2026-07-05,James Wood,0.288,250,False,-10.0
2026-07-05,Pete Alonso,0.283,255,False,-10.0
2026-07-05,Byron Buxton,0.324,215,False,-10.0
2026-07-05,Kyle Schwarber,0.321,215,False,-10.0
2026-07-05,Yordan Alvarez,0.333,205,False,-10.0
2026-07-05,Hunter Goodman,0.331,210,False,-10.0
2026-07-05,Nick Kurtz,0.337,198,False,-10.0
2026-07-05,Shohei Ohtani,0.33,215,False,-10.0
2026-07-06,Kyle Schwarber,0.308,225,False,-10.0
2026-07-06,Junior Caminero,0.253,305,False,-10.0
2026-07-06,Yordan Alvarez,0.338,205,False,-10.0
2026-07-06,Matt Olson,0.26,295,True,29.5
2026-07-06,Shohei Ohtani,0.337,198,True,19.8
2026-07-07,Pete Crow-Armstrong,0.262,320,False,-10.0
2026-07-07,Junior Caminero,0.263,280,False,-10.0
2026-07-07,James Wood,0.293,245,True,24.5
2026-07-07,Kyle Schwarber,0.367,174,True,17.4
2026-07-07,Juan Soto,0.276,280,True,28.0
2026-07-07,Colson Montgomery,0.251,340,False,-10.0
2026-07-07,Ketel Marte,0.256,305,False,-10.0
2026-07-07,Shohei Ohtani,0.35,186,True,18.6
